Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Morphessor_Scores,Reading_Time,Accuracy
ampaigns,N,8,"['ampa', 'ign', 's']",2,0.62,30.13,612.55,1.0
ampgrair,N,8,"['amp', 'gr', 'air']",2,0.62,31.6,612.21,1.0
ampgrairs,N,9,"['amp', 'gr', 'air', 's']",3,0.56,37.84,624.18,1.0
ampist,N,6,"['amp', 'ist']",1,0.67,21.67,718.37,0.95
ampiste,N,7,"['amp', 'ist', 'e']",2,0.57,28.34,615.36,1.0
amplal,N,6,"['am', 'pl', 'al']",2,0.5,27.79,578.55,1.0
amrays,N,6,"['am', 'ray', 's']",2,0.5,26.68,614.75,0.97
amsha,N,5,"['am', 'sha']",1,0.6,20.63,527.84,1.0
amsice,N,6,"['am', 's', 'ice']",2,0.5,26.95,542.98,1.0
amsine,N,6,"['am', 'sine']",1,0.67,22.17,583.46,0.98
amtan,N,5,"['am', 'tan']",1,0.6,21.66,554.22,1.0
amwere,N,6,"['am', 'were']",1,0.67,20.38,552.92,1.0
amwight,N,7,"['am', 'wig', 'ht']",2,0.57,31.76,643.36,0.98
anacs,N,5,"['ana', 'c', 's']",2,0.4,24.95,563.15,1.0
anains,N,6,"['ana', 'ins']",1,0.67,21.65,580.15,1.0
anarms,N,6,"['an', 'arms']",1,0.67,21.03,597.6,1.0
anbet,N,5,"['an', 'bet']",1,0.6,20.85,561.84,1.0
anbrams,N,7,"['an', 'bra', 'ms']",2,0.57,32.43,565.28,1.0
anceards,N,8,"['ance', 'ard', 's']",2,0.62,26.55,597.85,1.0
anced,N,5,"['anc', 'ed']",1,0.6,18.62,628.86,0.92
anch,N,4,"['an', 'ch']",1,0.5,18.38,661.16,0.87
ancher,N,6,"['anc', 'her']",1,0.67,20.78,801.05,0.63
anches,N,6,"['an', 'ches']",1,0.67,21.54,694.43,0.92
anchpays,N,8,"['an', 'ch', 'pay', 's']",3,0.5,33.88,619.68,1.0
anchta,N,6,"['an', 'ch', 'ta']",2,0.5,28.26,587.97,1.0
ancilled,N,8,"['anc', 'ill', 'ed']",2,0.62,28.04,652.92,0.97
ancing,N,6,"['anc', 'ing']",1,0.67,18.09,645.23,0.92
ancoose,N,7,"['anc', 'oo', 'se']",2,0.57,31.4,564.13,0.98
ancs,N,4,"['anc', 's']",1,0.5,17.09,578.47,1.0
ancy,N,4,"['anc', 'y']",1,0.5,18.29,613.0,1.0
andas,N,5,"['and', 'as']",1,0.6,18.66,592.46,0.98
andow,N,5,"['and', 'ow']",1,0.6,19.86,576.38,0.98
andrar,N,6,"['and', 'rar']",1,0.67,20.77,596.87,1.0
andrars,N,7,"['and', 'rar', 's']",2,0.57,27.02,598.88,1.0
anea,N,4,"['ane', 'a']",1,0.5,18.8,597.5,0.98
aneat,N,5,"['an', 'eat']",1,0.6,19.87,561.33,1.0
aneau,N,5,"['an', 'eau']",1,0.6,20.69,545.15,1.0
anebome,N,7,"['ane', 'bo', 'me']",2,0.57,30.46,598.42,1.0
aned,N,4,"['an', 'ed']",1,0.5,17.84,584.64,0.99
anemns,N,6,"['an', 'emn', 's']",2,0.5,28.48,656.53,1.0
aner,N,4,"['an', 'er']",1,0.5,17.24,587.95,1.0
anfals,N,6,"['an', 'fal', 's']",2,0.5,28.48,613.85,0.98
anfol,N,5,"['an', 'fol']",1,0.6,21.39,566.85,1.0
angder,N,6,"['ang', 'der']",1,0.67,21.73,618.74,1.0
angders,N,7,"['ang', 'der', 's']",2,0.57,27.98,593.37,1.0
angdete,N,7,"['ang', 'de', 'te']",2,0.57,28.44,607.63,1.0
angeing,N,7,"['ang', 'e', 'ing']",2,0.57,25.09,827.3,0.95
angies,N,6,"['ang', 'ies']",1,0.67,23.05,658.76,0.9
angkill,N,7,"['ang', 'kill']",1,0.71,20.78,550.6,1.0
angrired,N,8,"['ang', 'ri', 'red']",2,0.62,29.29,638.17,1.0
angsits,N,7,"['ang', 'sit', 's']",2,0.57,28.05,645.9,1.0
anguals,N,7,"['angu', 'al', 's']",2,0.57,26.85,635.71,0.95
anid,N,4,"['ani', 'd']",1,0.5,19.41,641.58,1.0
anire,N,5,"['ani', 're']",1,0.6,18.23,579.66,1.0
anired,N,6,"['ani', 'red']",1,0.67,20.63,622.26,1.0
ankhiles,N,8,"['an', 'k', 'hi', 'les']",3,0.5,37.44,633.51,1.0
ankicks,N,7,"['an', 'kick', 's']",2,0.57,25.99,669.68,1.0
anks,N,4,"['an', 'ks']",1,0.5,21.95,625.53,0.95
annaled,N,7,"['anna', 'led']",1,0.71,24.7,716.23,0.85
annalked,N,8,"['ann', 'al', 'k', 'ed']",3,0.5,35.16,614.29,1.0
annatched,N,9,"['anna', 'tch', 'ed']",2,0.67,31.78,648.52,1.0
annaws,N,6,"['anna', 'w', 's']",2,0.5,27.27,571.41,1.0
anned,N,5,"['ann', 'ed']",1,0.6,19.55,644.95,0.97
anneived,N,8,"['ann', 'e', 'iv', 'ed']",3,0.5,35.86,605.25,0.97
annise,N,6,"['ann', 'is', 'e']",2,0.5,26.69,634.22,0.84
anob,N,4,"['ano', 'b']",1,0.5,19.73,654.81,0.95
anom,N,4,"['an', 'om']",1,0.5,19.57,679.29,0.85
anopt,N,5,"['an', 'opt']",1,0.6,21.25,568.88,1.0
anote,N,5,"['a', 'note']",1,0.6,18.27,752.79,0.8
ansham,N,6,"['an', 'sham']",1,0.67,20.29,626.86,0.97
anshrix,N,7,"['an', 'shr', 'ix']",2,0.57,32.8,615.65,1.0
anslipt,N,7,"['an', 'slip', 't']",2,0.57,27.72,590.35,1.0
ansshome,N,8,"['ans', 's', 'home']",2,0.62,27.19,652.03,1.0
anst,N,4,"['an', 'st']",1,0.5,18.38,671.32,0.89
ansus,N,5,"['ans', 'us']",1,0.6,21.31,702.74,0.95
ansuy,N,5,"['ans', 'uy']",1,0.6,23.78,532.27,0.97
ansved,N,6,"['ans', 'v', 'ed']",2,0.5,28.41,574.35,1.0
answens,N,7,"['ans', 'wen', 's']",2,0.57,29.84,646.2,0.95
antail,N,6,"['an', 'tail']",1,0.67,20.2,669.06,0.95
antalves,N,8,"['ant', 'al', 've', 's']",3,0.5,33.53,623.03,1.0
antarme,N,7,"['ant', 'arm', 'e']",2,0.57,26.76,558.92,1.0
antaxe,N,6,"['an', 'tax', 'e']",2,0.5,26.75,602.78,0.97
antaxed,N,7,"['an', 'tax', 'ed']",2,0.57,27.85,602.08,1.0
antay,N,5,"['ant', 'ay']",1,0.6,20.96,637.92,1.0
anteging,N,8,"['ante', 'ging']",1,0.75,24.14,624.65,1.0
anthel,N,6,"['anth', 'el']",1,0.67,21.33,680.03,1.0
anthorse,N,8,"['ant', 'horse']",1,0.75,19.93,667.59,0.97
antiss,N,6,"['anti', 's', 's']",2,0.5,22.04,630.03,0.95
antleres,N,8,"['antler', 'es']",1,0.75,21.75,794.41,0.92
antox,N,5,"['ant', 'ox']",1,0.6,20.77,593.64,0.98
antu,N,4,"['ant', 'u']",1,0.5,18.17,535.37,1.0
antyl,N,5,"['ant', 'yl']",1,0.6,20.49,578.11,1.0
anun,N,4,"['an', 'un']",1,0.5,16.96,673.9,0.88
anveashed,N,9,"['an', 've', 'a', 'shed']",3,0.56,38.25,669.89,1.0
anvend,N,6,"['an', 'vend']",1,0.67,21.39,600.71,1.0
anvy,N,4,"['an', 'vy']",1,0.5,22.23,668.65,0.98
anwot,N,5,"['an', 'wo', 't']",2,0.4,27.22,566.29,1.0
anx,N,3,"['an', 'x']",1,0.33,19.48,604.81,0.97
anyne,N,5,"['any', 'ne']",1,0.6,21.79,541.69,1.0
aoade,N,5,"['a', 'oa', 'de']",2,0.4,26.8,562.75,1.0
aoers,N,5,"['ao', 'ers']",1,0.6,23.04,547.25,1.0
aoft,N,4,"['a', 'oft']",1,0.5,19.36,601.39,1.0
aouse,N,5,"['ao', 'use']",1,0.6,22.79,630.86,0.97
apeard,N,6,"['ape', 'ard']",1,0.67,22.03,675.76,0.92
apeeve,N,6,"['ape', 'eve']",1,0.67,23.6,595.31,0.97
aper,N,4,"['a', 'per']",1,0.5,16.88,556.77,1.0
apests,N,6,"['a', 'pest', 's']",2,0.5,25.49,662.09,0.97
apevouse,N,8,"['ape', 'vo', 'use']",2,0.62,32.73,604.05,1.0
apeze,N,5,"['ape', 'ze']",1,0.6,23.72,628.27,0.92
aphed,N,5,"['ap', 'hed']",1,0.6,23.35,553.11,0.95
aphoot,N,6,"['ap', 'hoo', 't']",2,0.5,29.4,544.51,1.0
aphs,N,4,"['a', 'ph', 's']",2,0.25,24.32,641.54,1.0
apile,N,5,"['a', 'pile']",1,0.6,19.14,654.91,0.95
apille,N,6,"['ap', 'ill', 'e']",2,0.5,27.57,570.84,0.98
apine,N,5,"['ap', 'ine']",1,0.6,21.97,663.74,0.89
apips,N,5,"['a', 'pip', 's']",2,0.4,24.98,570.35,1.0
aplol,N,5,"['a', 'plo', 'l']",2,0.4,27.54,505.7,1.0
apock,N,5,"['ap', 'ock']",1,0.6,22.44,585.87,1.0
apose,N,5,"['a', 'pose']",1,0.6,20.06,638.48,0.7
appalves,N,8,"['app', 'al', 've', 's']",3,0.5,34.28,653.76,1.0
apper,N,5,"['app', 'er']",1,0.6,17.91,648.18,0.92
appers,N,6,"['app', 'ers']",1,0.67,20.96,715.67,0.82
appiant,N,7,"['app', 'i', 'ant']",2,0.57,26.29,638.27,0.95
appiene,N,7,"['app', 'ien', 'e']",2,0.57,28.6,557.76,0.97
appiened,N,8,"['app', 'ien', 'ed']",2,0.62,29.71,662.82,1.0
appins,N,6,"['app', 'ins']",1,0.67,21.36,615.82,1.0
appleams,N,8,"['apple', 'am', 's']",2,0.62,27.72,598.87,0.98
appliene,N,8,"['appli', 'ene']",1,0.75,23.85,647.8,1.0
appoomed,N,8,"['app', 'oo', 'med']",2,0.62,32.11,637.47,1.0
appoose,N,7,"['app', 'oo', 'se']",2,0.57,31.29,665.57,0.92
apprale,N,7,"['appr', 'ale']",1,0.71,24.29,618.38,0.97
apprarns,N,8,"['appr', 'arn', 's']",2,0.62,31.64,605.84,1.0
apprimed,N,8,"['ap', 'prim', 'ed']",2,0.62,29.26,626.63,0.98
apprombed,N,9,"['appr', 'omb', 'ed']",2,0.67,31.63,644.66,0.98
approste,N,8,"['app', 'rost', 'e']",2,0.62,28.73,732.66,0.95
apshosed,N,8,"['aps', 'hos', 'ed']",2,0.62,32.44,641.74,1.0
apsteach,N,8,"['aps', 'teach']",1,0.75,23.87,604.46,1.0
apsteached,N,10,"['aps', 'teach', 'ed']",2,0.7,31.65,671.71,1.0
apstide,N,7,"['aps', 'tide']",1,0.71,24.47,595.46,1.0
aptign,N,6,"['apt', 'ign']",1,0.67,24.29,583.29,1.0
aptile,N,6,"['apt', 'ile']",1,0.67,25.39,686.85,0.98
aptives,N,7,"['apt', 'ives']",1,0.71,25.1,644.86,1.0
apwra,N,5,"['ap', 'wra']",1,0.6,23.35,556.18,1.0
aqu,N,3,['aqu'],0,0.67,13.21,580.56,1.0
arains,N,6,"['ara', 'ins']",1,0.67,22.1,617.3,1.0
arayed,N,6,"['a', 'ray', 'ed']",2,0.5,26.39,709.97,0.79
arbect,N,6,"['arb', 'ect']",1,0.67,24.66,575.03,0.98
arbered,N,7,"['ar', 'be', 'red']",2,0.57,27.26,672.8,0.95
arberns,N,7,"['arb', 'ern', 's']",2,0.57,29.62,623.78,1.0
arbers,N,6,"['arb', 'ers']",1,0.67,23.22,582.85,0.89
arbing,N,6,"['arb', 'ing']",1,0.67,20.24,614.52,1.0
arbyes,N,6,"['ar', 'by', 'es']",2,0.5,27.22,539.63,1.0
archdims,N,8,"['arch', 'dim', 's']",2,0.62,29.33,645.42,1.0
ardorn,N,6,"['ard', 'or', 'n']",2,0.5,26.8,628.52,0.72
ardstice,N,8,"['ard', 'st', 'ice']",2,0.62,29.87,666.7,1.0
arecand,N,7,"['a', 'rec', 'and']",2,0.57,26.86,587.05,1.0
arecands,N,8,"['are', 'can', 'ds']",2,0.62,32.88,651.9,1.0
arecul,N,6,"['are', 'cul']",1,0.67,22.83,541.35,1.0
arehorse,N,8,"['are', 'horse']",1,0.75,21.98,754.03,0.97
arends,N,6,"['aren', 'ds']",1,0.67,24.14,652.08,0.97
arfed,N,5,"['ar', 'fed']",1,0.6,22.24,599.14,1.0
arge,N,4,"['arg', 'e']",1,0.5,19.33,701.42,0.85
argly,N,5,"['arg', 'ly']",1,0.6,21.03,699.68,0.95
argops,N,6,"['ar', 'gop', 's']",2,0.5,28.2,578.28,1.0
arick,N,5,"['a', 'rick']",1,0.6,19.36,580.79,1.0
arine,N,5,"['ari', 'ne']",1,0.6,20.3,677.1,1.0
arir,N,4,"['ari', 'r']",1,0.5,18.7,566.44,0.98
arldess,N,7,"['arl', 'des', 's']",2,0.57,29.62,604.24,1.0
arlect,N,6,"['arl', 'ect']",1,0.67,24.66,620.38,1.0
arls,N,4,"['arl', 's']",1,0.5,19.24,554.13,1.0
armbile,N,7,"['arm', 'bi', 'le']",2,0.57,29.24,652.84,0.95
armhols,N,7,"['arm', 'hol', 's']",2,0.57,28.75,687.86,0.92
armiage,N,7,"['arm', 'i', 'age']",2,0.57,27.5,701.26,0.92
armioned,N,8,"['arm', 'ion', 'ed']",2,0.62,27.32,645.58,0.98
armth,N,5,"['arm', 'th']",1,0.6,20.11,622.36,0.9
arnouns,N,7,"['ar', 'no', 'un', 's']",3,0.43,31.72,581.34,0.95
arnows,N,6,"['ar', 'now', 's']",2,0.5,25.66,591.79,1.0
arorse,N,6,"['ar', 'orse']",1,0.67,22.24,725.09,0.97
arort,N,5,"['ar', 'ort']",1,0.6,21.4,631.15,1.0
arosed,N,6,"['aro', 'sed']",1,0.67,23.08,828.65,0.68
aroves,N,6,"['a', 'rov', 'es']",2,0.5,27.13,596.44,0.98
arows,N,5,"['a', 'row', 's']",2,0.4,24.32,713.32,0.87
arpan,N,5,"['ar', 'pan']",1,0.6,19.85,560.28,0.98
arpode,N,6,"['ar', 'pod', 'e']",2,0.5,28.41,579.86,1.0
arpodes,N,7,"['ar', 'pod', 'es']",2,0.57,29.98,580.49,1.0
arpone,N,6,"['ar', 'p', 'one']",2,0.5,25.92,615.79,1.0
arque,N,5,"['ar', 'que']",1,0.6,20.08,678.84,0.98
arraps,N,6,"['arr', 'aps']",1,0.67,24.66,620.95,1.0
arreged,N,7,"['arr', 'eg', 'ed']",2,0.57,31.16,654.03,0.98
arrells,N,7,"['ar', 'rell', 's']",2,0.57,28.2,556.35,1.0
arrops,N,6,"['ar', 'rop', 's']",2,0.5,27.8,639.55,1.0
arrord,N,6,"['arr', 'ord']",1,0.67,23.96,600.18,0.98
arrorned,N,8,"['arr', 'or', 'n', 'ed']",3,0.5,36.74,653.92,0.98
arrose,N,6,"['ar', 'rose']",1,0.67,21.4,664.38,0.34
arrotte,N,7,"['ar', 'rot', 'te']",2,0.57,29.67,547.45,1.0
arrouched,N,9,"['ar', 'rou', 'ch', 'ed']",3,0.56,36.88,652.03,0.92
arroved,N,7,"['ar', 'rov', 'ed']",2,0.57,28.56,826.38,0.68
arrs,N,4,"['arr', 's']",1,0.5,19.24,553.46,0.97
arrudes,N,7,"['ar', 'rud', 'es']",2,0.57,29.65,672.08,0.95
arrume,N,6,"['ar', 'rum', 'e']",2,0.5,28.92,608.23,1.0
arrure,N,6,"['arr', 'ure']",1,0.67,22.9,695.29,0.92
arsebile,N,8,"['arse', 'bi', 'le']",2,0.62,30.63,680.39,0.97
arser,N,5,"['ars', 'er']",1,0.6,19.84,706.86,0.92
arsher,N,6,"['ars', 'her']",1,0.67,22.6,654.84,0.95
arshers,N,7,"['ars', 'her', 's']",2,0.57,28.84,646.7,0.98
arshes,N,6,"['ars', 'hes']",1,0.67,24.32,792.03,0.89
arsows,N,6,"['ar', 'sow', 's']",2,0.5,28.49,643.73,0.97
arste,N,5,"['ar', 'ste']",1,0.6,20.51,575.51,1.0
arstered,N,8,"['ar', 'ster', 'ed']",2,0.62,27.83,681.15,0.98
arsters,N,7,"['ar', 'ster', 's']",2,0.57,26.29,665.76,1.0
arsye,N,5,"['ars', 'ye']",1,0.6,23.36,595.71,1.0
artache,N,7,"['art', 'ach', 'e']",2,0.57,27.25,733.71,0.97
artalves,N,8,"['art', 'al', 've', 's']",3,0.5,34.65,602.15,1.0
artbrace,N,8,"['art', 'b', 'race']",2,0.62,29.16,686.87,1.0
artbreed,N,8,"['art', 'breed']",1,0.75,21.89,660.0,0.97
artbrow,N,7,"['art', 'b', 'row']",2,0.57,28.63,670.31,0.97
artcase,N,7,"['art', 'case']",1,0.71,21.38,781.81,0.84
artered,N,7,"['arter', 'ed']",1,0.71,20.77,670.14,0.95
arters,N,6,"['arter', 's']",1,0.67,19.24,595.26,0.9
artlack,N,7,"['art', 'lack']",1,0.71,21.67,604.63,1.0
artlacks,N,8,"['art', 'lack', 's']",2,0.62,27.92,621.32,0.95
artle,N,5,"['art', 'le']",1,0.6,19.74,678.59,0.92
artled,N,6,"['art', 'led']",1,0.67,22.99,648.44,0.95
artler,N,6,"['art', 'ler']",1,0.67,22.77,701.08,1.0
artlers,N,7,"['art', 'ler', 's']",2,0.57,29.02,769.84,0.98
artles,N,6,"['art', 'les']",1,0.67,21.08,654.94,0.92
artling,N,7,"['art', 'ling']",1,0.71,20.98,674.35,0.92
artlists,N,8,"['art', 'list', 's']",2,0.62,27.1,844.84,0.89
artmall,N,7,"['art', 'mall']",1,0.71,22.59,622.21,1.0
artnent,N,7,"['art', 'n', 'ent']",2,0.57,27.94,629.03,1.0
artnents,N,8,"['art', 'nen', 'ts']",2,0.62,34.07,587.48,1.0
artnun,N,6,"['art', 'nun']",1,0.67,22.99,573.51,1.0
artnuns,N,7,"['art', 'nun', 's']",2,0.57,29.24,588.69,1.0
artrer,N,6,"['art', 're', 'r']",2,0.5,25.36,591.53,1.0
artrimes,N,8,"['ar', 'trim', 'es']",2,0.62,29.98,686.21,1.0
artsock,N,7,"['art', 'sock']",1,0.71,22.59,664.38,0.92
artstrap,N,8,"['art', 'strap']",1,0.75,22.3,748.16,0.97
artstrew,N,8,"['art', 'str', 'ew']",2,0.62,32.24,612.14,0.92
arttides,N,8,"['art', 'tide', 's']",2,0.62,28.83,636.95,0.95
arttip,N,6,"['art', 'tip']",1,0.67,21.01,579.0,1.0
arttort,N,7,"['art', 'tor', 't']",2,0.57,27.82,583.42,1.0
arttorts,N,8,"['art', 'tor', 'ts']",2,0.62,31.67,626.33,1.0
arude,N,5,"['aru', 'de']",1,0.6,19.88,642.21,0.95
arvan,N,5,"['ar', 'van']",1,0.6,20.16,596.97,0.97
arvas,N,5,"['ar', 'vas']",1,0.6,21.55,572.72,0.97
arves,N,5,"['ar', 've', 's']",2,0.4,26.01,617.17,0.96
asade,N,5,"['asa', 'de']",1,0.6,20.25,638.41,0.92
asades,N,6,"['asa', 'des']",1,0.67,22.79,658.78,0.92
asaids,N,6,"['a', 'said', 's']",2,0.5,25.29,597.22,1.0
asan,N,4,"['a', 'san']",1,0.5,19.14,641.35,1.0
asass,N,5,"['as', 'ass']",1,0.6,20.91,629.82,0.98
asaws,N,5,"['a', 'saw', 's']",2,0.4,25.05,576.21,1.0
ascact,N,6,"['as', 'c', 'act']",2,0.5,27.18,664.61,1.0
ascad,N,5,"['as', 'cad']",1,0.6,21.74,600.05,1.0
ascaft,N,6,"['as', 'caf', 't']",2,0.5,29.12,641.14,0.97
ascans,N,6,"['a', 'scan', 's']",2,0.5,25.9,648.37,1.0
ascer,N,5,"['as', 'cer']",1,0.6,22.3,665.81,0.95
aschess,N,7,"['as', 'ches', 's']",2,0.57,28.14,573.95,0.98
ascole,N,6,"['as', 'co', 'le']",2,0.5,27.02,574.88,1.0
ascrise,N,7,"['as', 'c', 'rise']",2,0.57,28.6,668.84,0.97
ascude,N,6,"['a', 'scu', 'de']",2,0.5,27.34,579.37,0.92
ascudes,N,7,"['a', 'scu', 'des']",2,0.57,29.88,687.37,0.95
ascures,N,7,"['as', 'cur', 'es']",2,0.57,28.2,710.37,0.82
asdice,N,6,"['as', 'dic', 'e']",2,0.5,28.16,607.76,1.0
asdise,N,6,"['as', 'dis', 'e']",2,0.5,25.41,630.75,1.0
asdised,N,7,"['as', 'dis', 'ed']",2,0.57,26.52,624.42,1.0
ased,N,4,"['as', 'ed']",1,0.5,18.19,678.0,1.0
asedess,N,7,"['as', 'ed', 'ess']",2,0.57,29.07,616.3,1.0
asee,N,4,"['a', 'see']",1,0.5,18.55,547.18,1.0
aseem,N,5,"['a', 'seem']",1,0.6,19.14,649.97,0.95
aseft,N,5,"['as', 'e', 'ft']",2,0.4,27.42,544.16,1.0
asers,N,5,"['as', 'ers']",1,0.6,20.64,636.44,1.0
asgent,N,6,"['as', 'gent']",1,0.67,21.2,640.18,1.0
asgert,N,6,"['as', 'g', 'ert']",2,0.5,28.41,557.39,1.0
ashait,N,6,"['a', 'sha', 'it']",2,0.5,27.1,553.08,1.0
ashdess,N,7,"['ash', 'des', 's']",2,0.57,28.93,627.53,1.0
ashits,N,6,"['ash', 'its']",1,0.67,23.78,622.39,1.0
ashoved,N,7,"['a', 'shov', 'ed']",2,0.57,27.43,623.05,0.98
ashpen,N,6,"['ash', 'pen']",1,0.67,23.09,740.36,0.87
ashstall,N,8,"['ash', 'stall']",1,0.75,23.17,633.31,0.98
ashtan,N,6,"['ash', 'tan']",1,0.67,23.96,659.16,1.0
asias,N,5,"['asi', 'as']",1,0.6,22.08,727.9,0.61
asit,N,4,"['as', 'it']",1,0.5,18.71,583.56,0.95
asjered,N,7,"['as', 'je', 'red']",2,0.57,30.4,557.89,1.0
aslacts,N,7,"['as', 'lac', 'ts']",2,0.57,32.36,590.97,1.0
aslaw,N,5,"['as', 'law']",1,0.6,19.39,600.33,0.97
aslyred,N,7,"['as', 'ly', 'red']",2,0.57,27.9,555.21,1.0
asmots,N,6,"['as', 'mot', 's']",2,0.5,27.29,597.82,1.0
asmured,N,7,"['as', 'mur', 'ed']",2,0.57,29.16,702.08,0.97
asmust,N,6,"['as', 'must']",1,0.67,20.91,588.15,0.98
asocks,N,6,"['a', 'sock', 's']",2,0.5,25.9,568.22,1.0
asoft,N,5,"['a', 'soft']",1,0.6,18.22,581.25,1.0
asoi,N,4,"['as', 'oi']",1,0.5,21.2,587.77,1.0
asoln,N,5,"['a', 'sol', 'n']",2,0.4,26.66,525.32,1.0
asols,N,5,"['a', 'sol', 's']",2,0.4,25.13,612.39,0.97
asop,N,4,"['as', 'op']",1,0.5,20.35,581.58,0.89
asorts,N,6,"['a', 'sort', 's']",2,0.5,24.92,757.56,0.75
asosks,N,6,"['as', 'os', 'ks']",2,0.5,32.11,545.51,1.0
asoused,N,7,"['as', 'ous', 'ed']",2,0.57,28.13,766.69,0.95
asown,N,5,"['as', 'own']",1,0.6,19.56,643.34,0.98
asoys,N,5,"['as', 'oy', 's']",2,0.4,28.32,604.74,1.0
aspades,N,7,"['as', 'pad', 'es']",2,0.57,30.14,704.15,0.92
aspes,N,5,"['a', 'sp', 'es']",2,0.4,25.84,570.03,0.87
aspote,N,6,"['a', 'spot', 'e']",2,0.5,25.64,604.22,0.97
asque,N,5,"['a', 'sque']",1,0.6,19.65,585.92,1.0
asques,N,6,"['as', 'ques']",1,0.67,21.74,600.37,0.97
asrit,N,5,"['as', 'rit']",1,0.6,21.89,554.68,1.0
assaced,N,7,"['assa', 'ced']",1,0.71,24.09,664.82,1.0
assalled,N,8,"['ass', 'all', 'ed']",2,0.62,27.91,816.03,0.92
assards,N,7,"['ass', 'ard', 's']",2,0.57,27.59,621.47,0.98
assasks,N,7,"['ass', 'ask', 's']",2,0.57,28.64,600.9,0.98
assbile,N,7,"['ass', 'bi', 'le']",2,0.57,29.65,552.11,0.95
asseased,N,8,"['ass', 'eas', 'ed']",2,0.62,30.18,754.31,0.95
asseaved,N,8,"['ass', 'e', 'av', 'ed']",3,0.5,36.52,669.03,0.97
asseipt,N,7,"['ass', 'ei', 'pt']",2,0.57,33.9,578.6,1.0
assians,N,7,"['ass', 'ian', 's']",2,0.57,27.88,902.05,0.66
asside,N,6,"['as', 'side']",1,0.67,19.54,864.53,0.48
assill,N,6,"['ass', 'ill']",1,0.67,21.25,591.78,0.97
assills,N,7,"['ass', 'ill', 's']",2,0.57,27.5,656.17,0.92
assinged,N,8,"['ass', 'ing', 'ed']",2,0.62,26.86,709.17,0.53
assit,N,5,"['ass', 'it']",1,0.6,20.13,678.72,0.85
assobs,N,6,"['ass', 'ob', 's']",2,0.5,29.27,607.76,1.0
assoits,N,7,"['as', 'so', 'its']",2,0.57,31.07,582.97,0.97
assones,N,7,"['ass', 'one', 's']",2,0.57,26.31,614.24,1.0
assooths,N,8,"['as', 'sooth', 's']",2,0.62,28.83,568.05,0.98
assosed,N,7,"['ass', 'os', 'ed']",2,0.57,29.42,637.16,1.0
assote,N,6,"['ass', 'ote']",1,0.67,23.31,629.51,0.95
assoused,N,8,"['ass', 'ous', 'ed']",2,0.62,29.55,774.62,0.92
assown,N,6,"['ass', 'own']",1,0.67,20.98,642.95,0.98
assuced,N,7,"['assu', 'ced']",1,0.71,24.38,616.69,0.92
assued,N,6,"['assu', 'ed']",1,0.67,21.28,850.0,0.72
assuice,N,7,"['assu', 'ice']",1,0.71,24.21,581.27,1.0
asteive,N,7,"['a', 'ste', 'ive']",2,0.57,28.67,575.74,1.0
asteived,N,8,"['a', 'ste', 'iv', 'ed']",3,0.5,36.03,626.08,1.0
asthessed,N,9,"['as', 'the', 's', 'sed']",3,0.56,35.75,668.05,1.0
astide,N,6,"['as', 'tide']",1,0.67,21.89,633.43,0.92
astled,N,6,"['a', 'st', 'led']",2,0.5,28.38,610.33,1.0
astlide,N,7,"['a', 'st', 'li', 'de']",3,0.43,33.28,591.35,1.0
astling,N,7,"['a', 'st', 'ling']",2,0.57,26.36,582.19,0.98
asto,N,4,"['as', 'to']",1,0.5,17.96,643.37,0.97
astood,N,6,"['a', 'stood']",1,0.67,19.5,573.17,0.9
astraud,N,7,"['astr', 'aud']",1,0.71,22.63,666.95,0.92
astripe,N,7,"['a', 'strip', 'e']",2,0.57,25.08,665.06,0.92
astrisks,N,8,"['a', 'st', 'risk', 's']",3,0.5,32.25,717.77,0.38
astrives,N,8,"['astr', 'ives']",1,0.75,24.29,708.16,0.87
astrow,N,6,"['astro', 'w']",1,0.67,21.43,644.97,0.92
astry,N,5,"['astr', 'y']",1,0.6,19.85,774.45,0.82
asts,N,4,"['as', 'ts']",1,0.5,21.49,596.95,0.97
astures,N,7,"['astu', 're', 's']",2,0.57,26.47,713.3,0.78
asty,N,4,"['a', 'sty']",1,0.5,19.83,539.38,1.0
asur,N,4,"['a', 'sur']",1,0.5,18.67,591.61,0.97
asurs,N,5,"['a', 'sur', 's']",2,0.4,24.92,603.2,1.0
atake,N,5,"['a', 'take']",1,0.6,17.83,613.79,0.88
atang,N,5,"['a', 'tang']",1,0.6,19.05,548.61,1.0
atch,N,4,"['at', 'ch']",1,0.5,17.65,614.13,0.98
athed,N,5,"['ath', 'ed']",1,0.6,20.18,566.42,1.0
athews,N,6,"['ath', 'ew', 's']",2,0.5,29.84,644.41,1.0
athinned,N,8,"['a', 'thinn', 'ed']",2,0.62,27.61,585.97,1.0
athrall,N,7,"['a', 'thr', 'all']",2,0.57,27.1,647.83,1.0
aths,N,4,"['ath', 's']",1,0.5,18.65,564.52,0.99
athur,N,5,"['at', 'hur']",1,0.6,20.52,800.03,0.89
athus,N,5,"['at', 'hus']",1,0.6,21.5,660.3,0.97
atights,N,7,"['a', 'tight', 's']",2,0.57,24.98,677.14,0.97
atill,N,5,"['a', 'till']",1,0.6,18.5,676.58,1.0
atiln,N,5,"['ati', 'ln']",1,0.6,23.87,539.1,1.0
