Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Morphessor_Scores,Reading_Time,Accuracy
bardjas,N,7,"['bar', 'd', 'jas']",2,0.57,27.13,720.09,0.92
bargaart,N,8,"['bar', 'gaar', 't']",2,0.62,27.64,638.68,1.0
bargdall,N,8,"['ba', 'rgd', 'all']",2,0.62,33.06,600.76,0.97
barhoord,N,8,"['bar', 'hoord']",1,0.75,20.75,657.03,1.0
barin,N,5,"['bar', 'in']",1,0.6,16.56,755.07,0.79
barkje,N,6,"['bar', 'k', 'je']",2,0.5,25.63,673.83,0.95
barkjes,N,7,"['bar', 'k', 'jes']",2,0.57,25.85,697.71,0.92
barmde,N,6,"['barm', 'de']",1,0.67,20.19,667.37,0.9
barsen,N,6,"['bar', 'sen']",1,0.67,20.18,779.62,0.72
barte,N,5,"['bar', 'te']",1,0.6,17.89,666.13,0.97
barten,N,6,"['bar', 'ten']",1,0.67,18.63,705.28,0.95
bartjes,N,7,"['bar', 'tjes']",1,0.71,19.55,730.06,0.92
barts,N,5,"['bar', 'ts']",1,0.6,19.08,660.56,0.9
bartte,N,6,"['bar', 'tte']",1,0.67,21.34,649.69,0.92
bartten,N,7,"['bar', 't', 'ten']",2,0.57,25.27,689.18,0.97
barzier,N,7,"['bar', 'zi', 'er']",2,0.57,25.73,632.94,0.97
basbaal,N,7,"['bas', 'b', 'aal']",2,0.57,28.63,685.54,1.0
baseft,N,6,"['base', 'ft']",1,0.67,23.17,622.53,0.97
basmes,N,6,"['bas', 'mes']",1,0.67,22.87,647.14,1.0
basoopt,N,7,"['bas', 'o', 'opt']",2,0.57,29.46,597.67,1.0
bassat,N,6,"['bass', 'at']",1,0.67,21.64,591.08,0.97
bastet,N,6,"['bas', 'te', 't']",2,0.5,25.83,646.49,0.97
bastoorns,N,9,"['ba', 'stoor', 'ns']",2,0.67,32.52,652.0,1.0
bastoots,N,8,"['ba', 'stoot', 's']",2,0.62,27.21,603.89,1.0
batak,N,5,"['ba', 'tak']",1,0.6,21.15,707.64,1.0
batans,N,6,"['bat', 'ans']",1,0.67,22.91,663.71,1.0
bater,N,5,"['bat', 'er']",1,0.6,18.28,709.28,0.74
baters,N,6,"['bat', 'ers']",1,0.67,19.69,673.23,0.74
batgrond,N,8,"['bat', 'grond']",1,0.75,20.36,650.41,1.0
batje,N,5,"['bat', 'je']",1,0.6,20.5,723.5,0.74
batpad,N,6,"['bat', 'pad']",1,0.67,21.49,693.35,0.97
baven,N,5,"['ba', 'ven']",1,0.6,20.57,671.47,0.9
baver,N,5,"['ba', 'ver']",1,0.6,16.74,669.78,0.95
baxen,N,5,"['ba', 'x', 'en']",2,0.4,26.48,651.5,0.97
bazeegd,N,7,"['baz', 'eeg', 'd']",2,0.57,30.21,638.68,0.97
beaart,N,6,"['be', 'aar', 't']",2,0.5,24.35,660.83,0.97
beaasd,N,6,"['be', 'aas', 'd']",2,0.5,26.27,648.32,0.97
beals,N,5,"['be', 'als']",1,0.6,18.22,651.31,1.0
bealy,N,5,"['be', 'aly']",1,0.6,19.32,646.33,1.0
beb,N,3,"['be', 'b']",1,0.33,15.25,561.33,1.0
bebaaid,N,7,"['be', 'baa', 'id']",2,0.57,28.19,660.03,1.0
bebaard,N,7,"['be', 'baard']",1,0.71,18.76,715.17,0.69
bebeelt,N,7,"['be', 'be', 'el', 't']",3,0.43,28.47,637.5,0.97
bebenkt,N,7,"['be', 'ben', 'kt']",2,0.57,29.62,681.7,0.95
bebest,N,6,"['be', 'best']",1,0.67,17.21,625.41,1.0
bebied,N,6,"['be', 'bied']",1,0.67,17.53,665.94,0.92
bebijk,N,6,"['be', 'bij', 'k']",2,0.5,22.47,607.67,1.0
beblier,N,7,"['be', 'bli', 'er']",2,0.57,25.34,563.39,1.0
bebon,N,5,"['be', 'bon']",1,0.6,17.53,631.79,0.97
bebrenst,N,8,"['be', 'bren', 'st']",2,0.62,25.95,630.21,1.0
becht,N,5,"['be', 'cht']",1,0.6,17.57,733.63,0.97
bechte,N,6,"['b', 'echte']",1,0.67,19.95,662.36,1.0
bechter,N,7,"['be', 'cht', 'er']",2,0.57,24.15,624.87,1.0
bechtste,N,8,"['be', 'cht', 'ste']",2,0.62,26.53,676.24,1.0
becling,N,7,"['be', 'c', 'ling']",2,0.57,26.18,584.84,1.0
becten,N,6,"['be', 'c', 'ten']",2,0.5,24.5,592.86,0.97
bedaarn,N,7,"['be', 'daar', 'n']",2,0.57,24.39,680.61,1.0
bedaft,N,6,"['bed', 'af', 't']",2,0.5,24.13,629.14,0.97
bedams,N,6,"['be', 'dam', 's']",2,0.5,23.03,584.92,1.0
bedangt,N,7,"['bed', 'ang', 't']",2,0.57,28.19,667.97,0.95
bedeefd,N,7,"['bed', 'eefd']",1,0.71,21.88,761.18,0.87
bedinct,N,7,"['bed', 'inc', 't']",2,0.57,27.36,606.24,1.0
bedit,N,5,"['be', 'dit']",1,0.6,18.91,634.16,0.97
bedkrui,N,7,"['bed', 'krui']",1,0.71,20.6,720.39,0.95
bedlijk,N,7,"['bed', 'lijk']",1,0.71,18.3,717.48,0.92
bedoept,N,7,"['be', 'doe', 'pt']",2,0.57,28.64,633.82,1.0
bedoogt,N,7,"['bed', 'oog', 't']",2,0.57,25.95,690.28,0.85
bedraalt,N,8,"['be', 'dra', 'alt']",2,0.62,27.31,695.48,0.92
bedraam,N,7,"['bed', 'raam']",1,0.71,20.66,743.04,0.74
bedraar,N,7,"['bedr', 'aar']",1,0.71,22.96,706.26,1.0
bedraast,N,8,"['bed', 'raas', 't']",2,0.62,28.19,676.12,0.92
bedraat,N,7,"['bedr', 'aat']",1,0.71,24.17,687.3,0.95
bedram,N,6,"['bed', 'ram']",1,0.67,20.55,664.08,1.0
bedreedt,N,8,"['bed', 'reed', 't']",2,0.62,27.74,681.97,0.97
bedreesd,N,8,"['bed', 'reesd']",1,0.75,22.8,736.5,0.74
bedreim,N,7,"['bedrei', 'm']",1,0.71,20.23,674.11,1.0
bedrekt,N,7,"['bed', 'rek', 't']",2,0.57,27.0,715.86,0.82
bedrend,N,7,"['bed', 'rend']",1,0.71,21.19,674.77,1.0
bedriem,N,7,"['bed', 'riem']",1,0.71,21.55,647.77,0.92
bedriet,N,7,"['bedr', 'iet']",1,0.71,23.39,697.87,0.79
bedrijdt,N,8,"['bed', 'rijd', 't']",2,0.62,26.52,719.52,0.87
bedrijns,N,8,"['bed', 'rijn', 's']",2,0.62,27.28,625.49,0.97
bedro,N,5,"['be', 'dro']",1,0.6,17.49,639.22,0.97
bedroed,N,7,"['bedr', 'oed']",1,0.71,24.35,669.46,1.0
bedroem,N,7,"['bed', 'roem']",1,0.71,21.3,723.78,0.95
bedroeps,N,8,"['bed', 'roep', 's']",2,0.62,25.92,696.11,0.97
bedroept,N,8,"['bed', 'roep', 't']",2,0.62,26.58,723.28,0.92
bedrok,N,6,"['bed', 'rok']",1,0.67,20.5,745.27,0.92
bedult,N,6,"['bed', 'ult']",1,0.67,21.7,656.17,0.92
bedwalt,N,7,"['be', 'dwal', 't']",2,0.57,25.96,628.79,0.97
bee,N,3,"['be', 'e']",1,0.33,13.91,709.74,0.87
beed,N,4,"['be', 'ed']",1,0.5,17.93,669.79,0.9
beeds,N,5,"['be', 'ed', 's']",2,0.4,23.92,631.76,0.97
beedt,N,5,"['be', 'ed', 't']",2,0.4,24.57,715.29,0.92
beedwerk,N,8,"['be', 'ed', 'werk']",2,0.62,25.23,773.85,0.9
beeg,N,4,"['be', 'eg']",1,0.5,18.62,656.06,0.95
beeke,N,5,"['be', 'eke']",1,0.6,18.91,604.37,1.0
beel,N,4,"['be', 'el']",1,0.5,15.46,666.37,0.92
beelde,N,6,"['beeld', 'e']",1,0.67,16.44,770.67,0.18
beeldpoos,N,9,"['beeld', 'poo', 's']",2,0.67,26.58,719.45,1.0
beeltjes,N,8,"['be', 'el', 'tjes']",2,0.62,25.07,692.76,0.82
beem,N,4,"['be', 'em']",1,0.5,17.66,642.54,0.97
beening,N,7,"['been', 'ing']",1,0.71,19.77,676.78,0.95
beepbeeld,N,9,"['be', 'ep', 'beeld']",2,0.67,26.71,699.86,1.0
beernen,N,7,"['be', 'ern', 'en']",2,0.57,24.28,690.03,1.0
bees,N,4,"['be', 'es']",1,0.5,17.12,718.04,0.77
beesden,N,7,"['be', 'es', 'den']",2,0.57,26.12,685.44,0.95
beestschaak,N,11,"['beest', 'schaak']",1,0.82,22.22,686.0,0.95
beestschern,N,11,"['beest', 'sch', 'ern']",2,0.73,29.9,720.05,1.0
beeten,N,6,"['beet', 'en']",1,0.67,18.16,692.61,0.85
beeter,N,6,"['beet', 'er']",1,0.67,18.52,698.08,0.95
beetwand,N,8,"['beet', 'wand']",1,0.75,22.46,693.42,0.97
befijpt,N,7,"['be', 'f', 'ij', 'pt']",3,0.43,36.04,611.05,1.0
befluit,N,7,"['be', 'fluit']",1,0.71,17.93,794.1,0.82
beg,N,3,['beg'],0,0.67,12.03,602.92,0.97
begaald,N,7,"['bega', 'ald']",1,0.71,23.94,660.27,0.97
begaard,N,7,"['beg', 'aard']",1,0.71,20.95,794.94,0.67
begalt,N,6,"['beg', 'alt']",1,0.67,22.64,616.97,0.97
begast,N,6,"['be', 'gast']",1,0.67,17.07,718.33,0.95
begen,N,5,"['be', 'gen']",1,0.6,16.9,628.21,1.0
begielt,N,7,"['beg', 'iel', 't']",2,0.57,29.6,640.85,1.0
beglank,N,7,"['beg', 'lan', 'k']",2,0.57,28.4,677.58,0.97
begook,N,6,"['beg', 'ook']",1,0.67,22.64,599.18,1.0
begookt,N,7,"['beg', 'ook', 't']",2,0.57,29.28,602.49,1.0
begram,N,6,"['be', 'gram']",1,0.67,18.76,635.05,1.0
begrast,N,7,"['be', 'gras', 't']",2,0.57,24.35,714.59,0.82
begriet,N,7,"['be', 'gri', 'et']",2,0.57,26.99,712.08,1.0
begrif,N,6,"['be', 'gri', 'f']",2,0.5,25.61,723.82,0.87
begroog,N,7,"['be', 'gr', 'oog']",2,0.57,26.81,679.74,1.0
begroort,N,8,"['be', 'gro', 'ort']",2,0.62,29.11,665.87,0.97
behach,N,6,"['be', 'hach']",1,0.67,19.1,601.57,1.0
behangs,N,7,"['be', 'hang', 's']",2,0.57,23.16,715.17,0.77
behart,N,6,"['be', 'hart']",1,0.67,16.48,705.22,0.9
behat,N,5,"['be', 'hat']",1,0.6,17.71,624.45,1.0
beheeld,N,7,"['behe', 'eld']",1,0.71,23.94,740.09,0.9
beheept,N,7,"['behe', 'ep', 't']",2,0.57,29.49,688.92,0.97
behelt,N,6,"['behe', 'lt']",1,0.67,24.13,621.49,0.92
behiegt,N,7,"['be', 'hie', 'gt']",2,0.57,31.51,607.59,1.0
behiel,N,6,"['be', 'hiel']",1,0.67,18.31,638.16,0.79
behoel,N,6,"['behoe', 'l']",1,0.67,19.91,646.97,1.0
behoogst,N,8,"['be', 'hoog', 'st']",2,0.62,23.76,704.83,0.95
behurg,N,6,"['be', 'hur', 'g']",2,0.5,26.02,619.49,0.97
behuurd,N,7,"['be', 'huur', 'd']",2,0.57,23.58,872.38,0.67
beigen,N,6,"['b', 'eigen']",1,0.67,17.85,720.96,0.82
beiken,N,6,"['b', 'eiken']",1,0.67,20.79,658.26,1.0
beiker,N,6,"['bei', 'ker']",1,0.67,22.07,621.46,0.95
beikjes,N,7,"['be', 'ik', 'jes']",2,0.57,26.14,666.72,0.95
beimty,N,6,"['be', 'im', 'ty']",2,0.5,27.94,590.79,1.0
beimty's,N,8,"['be', 'im', 'ty', ""'s""]",3,0.5,38.24,597.41,1.0
beinde,N,6,"['b', 'einde']",1,0.67,19.59,697.6,0.92
beintje,N,7,"['be', 'in', 'tje']",2,0.57,25.13,614.85,1.0
beintjes,N,8,"['be', 'in', 'tjes']",2,0.62,23.93,660.81,0.97
beisjes,N,7,"['be', 'is', 'jes']",2,0.57,25.16,642.03,0.97
beiten,N,6,"['bei', 'ten']",1,0.67,20.39,746.3,0.87
beivel,N,6,"['bei', 'vel']",1,0.67,20.97,672.77,0.95
bekaald,N,7,"['be', 'kaal', 'd']",2,0.57,25.46,694.43,0.92
bekaard,N,7,"['bek', 'aard']",1,0.71,20.21,679.8,0.92
beke,N,4,"['be', 'ke']",1,0.5,16.48,665.36,0.9
beking,N,6,"['bek', 'ing']",1,0.67,19.29,679.41,0.92
bekler,N,6,"['be', 'kler']",1,0.67,18.51,613.51,1.0
beklort,N,7,"['bek', 'lor', 't']",2,0.57,28.74,636.64,1.0
beknam,N,6,"['bek', 'nam']",1,0.67,21.73,747.47,0.97
bekraad,N,7,"['bek', 'raad']",1,0.71,20.59,706.42,1.0
bekrapt,N,7,"['bek', 'rap', 't']",2,0.57,27.94,798.57,0.67
bekreend,N,8,"['bek', 're', 'end']",2,0.62,27.46,618.65,1.0
bekrijt,N,7,"['be', 'krij', 't']",2,0.57,25.55,752.43,0.77
bekroort,N,8,"['be', 'kro', 'ort']",2,0.62,30.13,703.51,0.97
bekruisd,N,8,"['be', 'kruis', 'd']",2,0.62,24.33,851.05,0.62
bekwat,N,6,"['bekwa', 't']",1,0.67,18.78,684.03,1.0
bekweeg,N,7,"['bek', 'weeg']",1,0.71,21.73,664.71,0.92
belaak,N,6,"['be', 'laak']",1,0.67,19.61,609.92,0.97
belaamd,N,7,"['bel', 'aam', 'd']",2,0.57,28.69,681.97,1.0
belaap,N,6,"['bel', 'aap']",1,0.67,21.62,592.08,1.0
belaart,N,7,"['be', 'laar', 't']",2,0.57,25.15,691.19,0.97
belapt,N,6,"['be', 'lap', 't']",2,0.5,24.51,730.31,0.87
beld,N,4,"['bel', 'd']",1,0.5,17.77,720.1,0.9
belder,N,6,"['bel', 'der']",1,0.67,19.49,643.86,0.97
belders,N,7,"['bel', 'ders']",1,0.71,21.52,670.61,0.97
belding,N,7,"['bel', 'ding']",1,0.71,21.52,680.54,1.0
belecht,N,7,"['bel', 'echt']",1,0.71,21.11,730.36,0.95
belect,N,6,"['be', 'lect']",1,0.67,19.1,628.68,1.0
beleeg,N,6,"['be', 'leeg']",1,0.67,17.15,753.95,0.97
beleegt,N,7,"['be', 'leeg', 't']",2,0.57,23.79,701.75,0.92
beleeld,N,7,"['be', 'le', 'eld']",2,0.57,27.06,733.58,0.95
beleelt,N,7,"['bel', 'eel', 't']",2,0.57,27.28,681.84,0.97
beleemd,N,7,"['bel', 'eem', 'd']",2,0.57,29.67,651.15,0.95
belen,N,5,"['bel', 'en']",1,0.6,17.03,744.59,0.97
beler,N,5,"['bel', 'er']",1,0.6,17.4,643.62,1.0
belers,N,6,"['bel', 'ers']",1,0.67,18.81,683.03,0.95
belge,N,5,"['bel', 'ge']",1,0.6,16.39,755.11,0.82
belied,N,6,"['be', 'lied']",1,0.67,17.53,616.36,0.95
beliend,N,7,"['be', 'li', 'end']",2,0.57,25.73,657.38,1.0
belin,N,5,"['bel', 'in']",1,0.6,17.43,601.46,1.0
belkzand,N,8,"['bel', 'k', 'zand']",2,0.62,27.15,661.05,1.0
belocht,N,7,"['bel', 'ocht']",1,0.71,21.11,613.82,1.0
beloefd,N,7,"['belo', 'efd']",1,0.71,24.01,693.83,0.92
beloep,N,6,"['belo', 'ep']",1,0.67,22.51,689.74,0.97
belom,N,5,"['bel', 'om']",1,0.6,18.53,625.22,0.95
belond,N,6,"['belo', 'nd']",1,0.67,22.14,691.92,0.97
belood,N,6,"['be', 'lood']",1,0.67,18.07,637.73,0.95
belooid,N,7,"['be', 'loo', 'id']",2,0.57,27.85,699.31,0.95
beloom,N,6,"['belo', 'om']",1,0.67,20.11,652.24,1.0
beloort,N,7,"['belo', 'ort']",1,0.71,24.01,624.71,0.97
belost,N,6,"['belo', 'st']",1,0.67,19.93,708.72,0.92
belp,N,4,"['bel', 'p']",1,0.5,18.03,613.87,1.0
belpt,N,5,"['bel', 'pt']",1,0.6,22.21,624.95,1.0
bels,N,4,"['bel', 's']",1,0.5,16.8,723.88,0.92
belte,N,5,"['bel', 'te']",1,0.6,18.76,772.6,0.87
bem,N,3,"['be', 'm']",1,0.33,14.98,605.08,1.0
bemaag,N,6,"['be', 'maag']",1,0.67,18.14,658.61,1.0
bemaagt,N,7,"['be', 'maag', 't']",2,0.57,24.78,700.74,0.95
bemaamd,N,7,"['be', 'ma', 'am', 'd']",3,0.43,31.73,755.43,0.92
bemal,N,5,"['be', 'mal']",1,0.6,16.88,593.29,1.0
bemeekt,N,7,"['be', 'mee', 'kt']",2,0.57,27.27,721.32,0.9
bemeelt,N,7,"['be', 'meel', 't']",2,0.57,25.55,656.25,0.92
bemeerd,N,7,"['be', 'meer', 'd']",2,0.57,24.08,746.84,0.87
bemeis,N,6,"['be', 'meis']",1,0.67,18.4,620.59,1.0
bemen,N,5,"['be', 'men']",1,0.6,16.97,662.78,1.0
bemend,N,6,"['be', 'm', 'end']",2,0.5,23.69,632.47,1.0
bemetst,N,7,"['be', 'met', 'st']",2,0.57,24.15,850.47,0.59
bemiest,N,7,"['be', 'mie', 'st']",2,0.57,26.86,675.51,1.0
bemieu,N,6,"['be', 'mi', 'eu']",2,0.5,26.84,596.72,1.0
bemieuw,N,7,"['be', 'mie', 'uw']",2,0.57,29.69,660.34,1.0
bemijk,N,6,"['be', 'm', 'ijk']",2,0.5,24.62,618.62,1.0
bemil,N,5,"['be', 'mil']",1,0.6,18.62,589.94,0.95
bemild,N,6,"['be', 'mild']",1,0.67,18.62,770.34,0.9
bemoom,N,6,"['be', 'mo', 'om']",2,0.5,24.73,591.05,1.0
bemot,N,5,"['be', 'mot']",1,0.6,18.4,658.31,0.97
bemunt,N,6,"['be', 'munt']",1,0.67,17.41,762.33,0.74
benaald,N,7,"['bena', 'ald']",1,0.71,23.47,725.62,0.9
benaardt,N,8,"['ben', 'aard', 't']",2,0.62,27.18,694.46,0.95
bene,N,4,"['be', 'ne']",1,0.5,16.39,655.47,0.85
beneel,N,6,"['ben', 'eel']",1,0.67,21.46,616.24,0.97
beneelt,N,7,"['ben', 'eel', 't']",2,0.57,28.1,627.56,0.92
beneend,N,7,"['ben', 'eend']",1,0.71,22.69,656.16,0.97
beneent,N,7,"['be', 'ne', 'ent']",2,0.57,26.3,647.63,0.92
beneerd,N,7,"['ben', 'eerd']",1,0.71,20.74,634.76,0.92
beneidt,N,7,"['ben', 'eid', 't']",2,0.57,30.18,602.07,0.79
beng,N,4,"['be', 'ng']",1,0.5,18.4,656.62,0.87
benger,N,6,"['be', 'nger']",1,0.67,18.91,645.84,1.0
bengpil,N,7,"['be', 'ng', 'pil']",2,0.57,29.01,612.97,0.97
benk,N,4,"['be', 'nk']",1,0.5,17.76,623.58,0.97
benken,N,6,"['ben', 'ken']",1,0.67,20.97,659.41,0.97
benocht,N,7,"['ben', 'ocht']",1,0.71,21.93,645.03,1.0
benog,N,5,"['be', 'nog']",1,0.6,18.31,590.39,0.92
benot,N,5,"['be', 'not']",1,0.6,18.4,777.62,0.69
benten,N,6,"['b', 'enten']",1,0.67,19.5,618.59,1.0
bentog,N,6,"['ben', 'tog']",1,0.67,23.25,616.11,1.0
benttand,N,8,"['ben', 't', 'tand']",2,0.62,28.33,650.54,1.0
benucht,N,7,"['be', 'nu', 'cht']",2,0.57,27.49,694.86,0.92
benzing,N,7,"['ben', 'zing']",1,0.71,22.56,668.64,0.92
bep,N,3,['bep'],0,0.67,12.39,625.86,0.95
bepaat,N,6,"['be', 'paat']",1,0.67,19.61,616.47,1.0
bepag,N,5,"['bep', 'ag']",1,0.6,22.69,584.26,1.0
bepant,N,6,"['bep', 'ant']",1,0.67,21.45,652.5,0.97
bepen,N,5,"['be', 'pen']",1,0.6,16.75,625.37,0.97
beper,N,5,"['be', 'per']",1,0.6,17.87,630.74,1.0
bepi,N,4,"['be', 'pi']",1,0.5,17.81,552.47,1.0
bepin,N,5,"['be', 'pin']",1,0.6,17.61,581.89,1.0
beplaap,N,7,"['be', 'pla', 'ap']",2,0.57,28.51,616.87,1.0
beplaat,N,7,"['be', 'plaat']",1,0.71,17.66,716.29,0.95
beplam,N,6,"['bep', 'lam']",1,0.67,22.83,647.47,0.92
beplast,N,7,"['be', 'plast']",1,0.71,19.1,733.33,0.44
bepleid,N,7,"['beplei', 'd']",1,0.71,19.91,666.36,0.72
beploot,N,7,"['bep', 'loot']",1,0.71,23.45,644.3,0.97
beplop,N,6,"['be', 'plop']",1,0.67,19.1,596.73,0.97
bepluk,N,6,"['be', 'pluk']",1,0.67,18.22,648.29,1.0
beplukt,N,7,"['bep', 'lukt']",1,0.71,24.01,755.2,0.64
bepoelt,N,7,"['be', 'poel', 't']",2,0.57,25.4,699.28,0.95
bepoen,N,6,"['be', 'po', 'en']",2,0.5,23.14,585.08,1.0
bepoord,N,7,"['bep', 'oord']",1,0.71,23.79,709.5,0.92
bepraalt,N,8,"['be', 'praal', 't']",2,0.62,25.96,660.78,1.0
beproek,N,7,"['be', 'pro', 'ek']",2,0.57,26.05,671.18,0.97
ber,N,3,['ber'],0,0.67,10.58,596.18,0.97
beraart,N,7,"['be', 'ra', 'art']",2,0.57,26.58,690.13,1.0
berangt,N,7,"['be', 'rang', 't']",2,0.57,24.25,655.87,1.0
berast,N,6,"['be', 'ra', 'st']",2,0.5,24.34,697.28,1.0
berder,N,6,"['ber', 'der']",1,0.67,19.25,630.69,0.97
bereefd,N,7,"['ber', 'eefd']",1,0.71,21.97,654.46,0.97
bereekt,N,7,"['be', 'reek', 't']",2,0.57,25.04,761.33,0.92
bereel,N,6,"['ber', 'eel']",1,0.67,20.41,613.79,1.0
bereemt,N,7,"['ber', 'eem', 't']",2,0.57,29.13,629.11,1.0
bereigd,N,7,"['ber', 'eig', 'd']",2,0.57,29.44,775.55,0.77
berens,N,6,"['beren', 's']",1,0.67,17.61,727.31,0.92
berest,N,6,"['be', 'rest']",1,0.67,17.49,657.05,0.97
bermaal,N,7,"['ber', 'maal']",1,0.71,20.45,616.08,1.0
bermet,N,6,"['ber', 'met']",1,0.67,19.49,589.39,0.97
bern,N,4,"['ber', 'n']",1,0.5,18.11,670.39,0.82
beroei,N,6,"['be', 'roei']",1,0.67,18.22,683.47,0.9
beroogt,N,7,"['ber', 'oog', 't']",2,0.57,26.03,650.5,0.97
berpen,N,6,"['ber', 'pen']",1,0.67,19.63,670.34,0.9
berpers,N,7,"['ber', 'pers']",1,0.71,19.41,607.51,0.97
berpstaats,N,10,"['ber', 'p', 'staats']",2,0.7,26.56,705.89,0.97
bertaal,N,7,"['ber', 'taal']",1,0.71,20.22,667.97,0.97
bertend,N,7,"['bert', 'end']",1,0.71,20.86,614.15,1.0
beruild,N,7,"['be', 'ruil', 'd']",2,0.57,24.57,711.21,0.85
berzisch,N,8,"['ber', 'zi', 'sch']",2,0.62,27.61,628.69,1.0
besaald,N,7,"['be', 'sa', 'ald']",2,0.57,28.52,635.29,1.0
besalt,N,6,"['be', 's', 'alt']",2,0.5,24.29,614.38,1.0
beschaagt,N,9,"['besc', 'haag', 't']",2,0.67,30.0,694.19,0.97
beschaai,N,8,"['be', 'sch', 'aai']",2,0.62,26.75,710.63,0.97
beschaat,N,8,"['besc', 'haat']",1,0.75,22.15,713.53,0.87
beschard,N,8,"['besc', 'hard']",1,0.75,21.22,635.84,0.97
bescheelt,N,9,"['be', 'schee', 'lt']",2,0.67,29.39,771.79,0.9
bescheemt,N,9,"['besc', 'heem', 't']",2,0.67,29.84,772.57,0.97
bescheept,N,9,"['be', 'schee', 'pt']",2,0.67,29.39,772.41,0.62
beschen,N,7,"['be', 'sch', 'en']",2,0.57,21.75,658.0,1.0
beschinkt,N,9,"['be', 'sch', 'ink', 't']",3,0.56,32.29,823.79,0.95
beschook,N,8,"['be', 'sch', 'ook']",2,0.62,26.14,713.59,0.97
beschoon,N,8,"['be', 'schoon']",1,0.75,17.37,753.33,0.87
beschreeg,N,9,"['be', 'sch', 'reeg']",2,0.67,27.16,662.03,0.92
beschrijpt,N,10,"['be', 'schrij', 'pt']",2,0.7,30.16,715.9,0.95
beschroom,N,9,"['be', 's', 'chroom']",2,0.67,24.74,724.96,0.82
beschurfd,N,9,"['be', 'schu', 'rfd']",2,0.67,30.13,742.14,0.77
beslaaf,N,7,"['be', 'slaaf']",1,0.71,18.31,693.19,0.95
beslam,N,6,"['besl', 'am']",1,0.67,21.47,641.0,1.0
besleer,N,7,"['besl', 'eer']",1,0.71,21.32,677.14,0.97
beslid,N,6,"['be', 'slid']",1,0.67,18.91,682.7,0.97
besloep,N,7,"['be', 'sloep']",1,0.71,19.32,720.85,0.92
beslooid,N,8,"['besl', 'ooi', 'd']",2,0.62,30.16,657.25,0.92
besmeekt,N,8,"['be', 'smeek', 't']",2,0.62,25.27,818.37,0.62
besof,N,5,"['be', 'sof']",1,0.6,18.91,646.61,0.95
beson,N,5,"['be', 'son']",1,0.6,17.41,612.38,1.0
besp,N,4,"['be', 'sp']",1,0.5,16.83,639.59,0.97
bespaakt,N,8,"['be', 'spaak', 't']",2,0.62,25.96,732.65,0.9
bespaan,N,7,"['be', 'sp', 'aan']",2,0.57,23.81,702.92,0.97
bespeekt,N,8,"['be', 'spee', 'kt']",2,0.62,30.38,865.67,0.79
bespreild,N,9,"['be', 'sp', 'rei', 'ld']",3,0.56,38.69,726.27,1.0
bestaft,N,7,"['best', 'af', 't']",2,0.57,24.48,818.22,0.72
bestands,N,8,"['be', 'stands']",1,0.75,18.62,892.53,0.49
bestapt,N,7,"['be', 'stap', 't']",2,0.57,23.88,772.48,0.74
bestest,N,7,"['beste', 'st']",1,0.71,19.58,773.49,0.95
bestold,N,7,"['best', 'ol', 'd']",2,0.57,27.67,710.38,0.95
bestoogt,N,8,"['best', 'oog', 't']",2,0.62,26.3,718.51,0.95
bestoom,N,7,"['be', 'stoom']",1,0.71,17.93,726.12,0.9
bestraagt,N,9,"['best', 'raag', 't']",2,0.67,29.39,696.75,0.95
bestras,N,7,"['best', 'ras']",1,0.71,21.14,607.38,0.97
bestreefd,N,9,"['be', 'streef', 'd']",2,0.67,26.05,800.26,0.69
bestreeld,N,9,"['be', 'stre', 'eld']",2,0.67,28.59,812.0,0.33
bestrijg,N,8,"['best', 'rij', 'g']",2,0.62,26.63,677.14,1.0
bestroord,N,9,"['be', 'stro', 'ord']",2,0.67,29.36,773.97,0.92
bestuikt,N,8,"['be', 'stui', 'kt']",2,0.62,30.02,786.43,0.79
besum,N,5,"['be', 'sum']",1,0.6,18.76,578.82,1.0
betaap,N,6,"['beta', 'ap']",1,0.67,22.21,616.97,0.97
betat,N,5,"['beta', 't']",1,0.6,18.41,596.41,0.97
beteed,N,6,"['bet', 'eed']",1,0.67,23.66,674.57,0.95
betieuw,N,7,"['be', 'tie', 'uw']",2,0.57,26.5,597.95,1.0
betje,N,5,"['be', 'tje']",1,0.6,18.51,693.19,0.92
betjes,N,6,"['be', 'tjes']",1,0.67,17.3,667.31,0.92
betooft,N,7,"['be', 'too', 'ft']",2,0.57,28.66,669.05,1.0
betooid,N,7,"['be', 'too', 'id']",2,0.57,28.01,734.93,0.69
betoord,N,7,"['bet', 'oord']",1,0.71,23.66,682.36,0.97
betralt,N,7,"['betra', 'lt']",1,0.71,24.35,666.61,0.97
betreekt,N,8,"['bet', 'reek', 't']",2,0.62,29.6,753.64,0.95
betremd,N,7,"['bet', 'rem', 'd']",2,0.57,28.44,733.61,0.92
bets,N,4,"['be', 'ts']",1,0.5,16.83,607.84,0.97
beuden,N,6,"['beu', 'den']",1,0.67,21.55,627.42,1.0
beuen,N,5,"['beu', 'en']",1,0.6,18.76,653.79,1.0
beuland,N,7,"['beu', 'land']",1,0.71,20.69,629.56,1.0
beulig,N,6,"['beu', 'lig']",1,0.67,23.07,724.44,0.9
beus,N,4,"['be', 'us']",1,0.5,16.88,625.33,1.0
